Player_ID,Full_Name,Gender,Country,Continent,Date_of_Birth,Age,Height_cm,Weight_kg,Playing_Hand,Playing_Style,World_Ranking,National_Ranking,Career_Matches_Played,Career_Matches_Won,Win_Percentage,Titles_Won,International_Titles,Years_Active,Current_Status,Average_Match_Duration_Min,Average_Reaction_Time_ms,Serve_Speed_kmh,Ranking_Points,Injury_History,Last_Updated
159,Sofia Polcanova,FEMALE,Austria,Europe,1997-07-06,28,172,71,Right,All-round,159,5,321,236,73.52,10,19,16,Active,30.1,226,68,5945,None,2024-12-31
160,Doha Hany,FEMALE,Egypt,Africa,2000-06-06,25,168,68,Left,All-round,160,3,319,258,80.88,16,18,12,Active,25.9,191,75,2589,None,2024-12-31
161,Fan Zhendong,MALE,China,Asia,1997-01-22,28,177,73,Right,Offensive,161,2,443,293,66.14,13,3,15,Active,33.0,200,77,5291,None,2024-12-31
162,Wang Chuqin,MALE,China,Asia,2000-05-11,25,175,61,Left,All-round,162,1,783,549,70.11,19,19,13,Active,34.6,239,63,5288,Minor,2024-12-31
163,Ma Long,MALE,China,Asia,1988-10-20,37,168,80,Right,All-round,163,3,697,514,73.74,20,4,18,Active,35.7,212,77,3948,Minor,2024-12-31
164,Hugo Calderano,MALE,Brazil,South America,1996-06-22,29,169,65,Right,All-round,164,4,373,281,75.34,26,12,13,Active,34.4,200,85,5449,Minor,2024-12-31
165,Tomokazu Harimoto,MALE,Japan,Asia,2003-06-27,22,180,76,Right,Offensive,165,1,309,198,64.08,26,22,14,Active,22.9,221,67,5200,None,2024-12-31
166,Xu Xin,MALE,China,Asia,1990-01-08,36,175,80,Right,Offensive,166,1,734,525,71.53,24,19,13,Active,35.3,202,78,4643,Minor,2024-12-31
167,Lin Yun-Ju,MALE,Chinese Taipei,Asia,2001-08-17,24,170,68,Right,Offensive,167,2,399,246,61.65,21,18,10,Active,25.2,206,82,3653,Minor,2024-12-31
168,Truls Moregard,MALE,Sweden,Europe,1998-10-25,27,178,81,Left,All-round,168,2,508,422,83.07,38,6,10,Active,27.1,191,84,3654,Minor,2024-12-31
169,Felix Lebrun,MALE,France,Europe,2006-09-12,19,179,79,Right,Offensive,169,5,748,620,82.89,38,17,9,Active,27.8,240,63,4183,None,2024-12-31
170,Dang Qiu,MALE,Germany,Europe,2002-06-25,23,187,81,Left,Offensive,170,5,894,598,66.89,31,11,13,Active,28.2,180,79,3330,None,2024-12-31
171,Sun Yingsha,FEMALE,China,Asia,2000-11-04,25,187,68,Left,Offensive,171,2,827,505,61.06,34,19,18,Active,31.6,238,72,3804,None,2024-12-31
172,Chen Meng,FEMALE,China,Asia,1994-01-15,32,190,56,Right,Offensive,172,2,725,523,72.14,29,8,8,Active,35.0,207,75,5715,None,2024-12-31
173,Wang Manyu,FEMALE,China,Asia,1997-10-21,28,181,63,Right,All-round,173,5,267,172,64.42,35,10,14,Active,37.2,199,76,5482,None,2024-12-31
174,Mima Ito,FEMALE,Japan,Asia,2000-10-21,25,167,68,Left,Offensive,174,5,334,249,74.55,10,15,12,Active,33.1,182,68,5592,None,2024-12-31
175,Hina Hayata,FEMALE,Japan,Asia,2003-03-30,22,169,71,Left,Offensive,175,1,386,249,64.51,5,7,13,Active,26.3,215,60,5161,Minor,2024-12-31
176,Bernadette Szocs,FEMALE,Romania,Europe,1991-08-06,34,167,64,Left,All-round,176,4,254,185,72.83,33,22,13,Active,24.8,218,65,5106,Minor,2024-12-31
177,Bruna Takahashi,FEMALE,Brazil,South America,1991-11-23,34,188,83,Right,All-round,177,2,850,536,63.06,10,24,9,Active,24.8,239,74,5455,Minor,2024-12-31
178,Adriana Diaz,FEMALE,Puerto Rico,North America,1990-09-19,35,175,56,Left,All-round,178,4,746,575,77.08,25,22,17,Active,33.4,182,84,3710,None,2024-12-31
179,Sofia Polcanova,FEMALE,Austria,Europe,1997-02-14,28,186,56,Left,All-round,179,1,310,201,64.84,23,5,16,Active,26.1,229,68,5027,None,2024-12-31
180,Doha Hany,FEMALE,Egypt,Africa,1991-11-24,34,165,63,Right,All-round,180,2,865,747,86.36,9,8,18,Active,28.4,218,70,4617,None,2024-12-31
181,Fan Zhendong,MALE,China,Asia,1997-01-22,28,179,83,Right,Offensive,181,3,804,650,80.85,33,22,10,Active,30.6,219,80,3716,None,2024-12-31
182,Wang Chuqin,MALE,China,Asia,2000-05-11,25,166,85,Right,Offensive,182,1,479,373,77.87,13,17,15,Active,32.1,182,65,3096,Minor,2024-12-31
183,Ma Long,MALE,China,Asia,1988-10-20,37,174,78,Right,Offensive,183,1,859,715,83.24,29,5,11,Active,23.2,208,76,5503,Minor,2024-12-31
184,Hugo Calderano,MALE,Brazil,South America,1996-06-22,29,182,68,Right,All-round,184,1,273,188,68.86,18,7,9,Active,32.9,194,79,4223,Minor,2024-12-31
185,Tomokazu Harimoto,MALE,Japan,Asia,2003-06-27,22,182,83,Right,Offensive,185,5,643,426,66.25,40,10,9,Active,25.4,182,77,3540,None,2024-12-31
186,Xu Xin,MALE,China,Asia,1990-01-08,36,189,77,Right,Offensive,186,2,574,516,89.9,5,19,12,Active,28.7,204,75,2736,None,2024-12-31
187,Lin Yun-Ju,MALE,Chinese Taipei,Asia,2001-08-17,24,183,58,Left,Offensive,187,5,402,264,65.67,27,12,18,Active,26.2,190,80,3412,None,2024-12-31
188,Truls Moregard,MALE,Sweden,Europe,2001-09-27,24,179,77,Right,All-round,188,1,551,373,67.7,26,9,12,Active,26.7,225,83,2848,Minor,2024-12-31
189,Felix Lebrun,MALE,France,Europe,2006-09-12,19,184,79,Right,Offensive,189,4,500,312,62.4,5,14,9,Active,29.7,181,72,3445,Minor,2024-12-31
190,Dang Qiu,MALE,Germany,Europe,1991-03-12,34,168,71,Left,Offensive,190,4,740,564,76.22,5,11,15,Active,25.3,221,75,4755,None,2024-12-31
191,Sun Yingsha,FEMALE,China,Asia,2000-11-04,25,178,64,Left,Offensive,191,3,691,523,75.69,5,20,8,Active,37.1,189,71,5057,None,2024-12-31
192,Chen Meng,FEMALE,China,Asia,1994-01-15,32,181,72,Right,Offensive,192,5,291,189,64.95,20,23,8,Active,38.0,237,81,4020,None,2024-12-31
193,Wang Manyu,FEMALE,China,Asia,1996-11-28,29,181,74,Left,Offensive,193,1,535,426,79.63,35,19,8,Active,27.5,214,79,4150,None,2024-12-31
194,Mima Ito,FEMALE,Japan,Asia,2000-10-21,25,176,79,Left,Offensive,194,4,739,639,86.47,6,17,12,Active,26.3,227,68,3209,Minor,2024-12-31
195,Hina Hayata,FEMALE,Japan,Asia,1991-02-10,34,186,63,Left,All-round,195,3,306,195,63.73,18,18,16,Active,30.0,184,78,3329,None,2024-12-31
196,Bernadette Szocs,FEMALE,Romania,Europe,2004-08-05,21,170,78,Left,All-round,196,5,439,344,78.36,40,23,16,Active,29.9,227,70,5892,Minor,2024-12-31
197,Bruna Takahashi,FEMALE,Brazil,South America,1999-05-06,26,179,72,Right,Offensive,197,3,355,217,61.13,26,15,11,Active,35.2,229,70,3749,Minor,2024-12-31
198,Adriana Diaz,FEMALE,Puerto Rico,North America,1989-04-25,36,172,60,Left,All-round,198,4,764,491,64.27,8,14,11,Active,26.5,204,75,2801,Minor,2024-12-31
199,Sofia Polcanova,FEMALE,Austria,Europe,2002-04-20,23,168,83,Right,Offensive,199,4,744,503,67.61,29,25,12,Active,35.4,235,75,3966,None,2024-12-31
200,Doha Hany,FEMALE,Egypt,Africa,2001-10-02,24,181,64,Left,Offensive,200,3,653,510,78.1,36,16,18,Active,35.1,205,76,2985,None,2024-12-31
201,Arjun Brown 201,MALE,France,Europe,1998-07-11,27,186,91,Left,Offensive,201,136,114,65,57.02,3,0,3,Active,42.2,295,80,1727,Major,2024-12-31
202,Sofia Li 202,FEMALE,France,Europe,2004-07-05,21,163,54,Right,Offensive,202,44,119,56,47.06,13,2,8,Active,42.1,295,73,1248,Major,2024-12-31
203,Laura Li 203,FEMALE,Italy,Europe,2005-04-24,20,150,83,Right,Defensive,203,136,104,76,73.08,15,2,12,Active,37.5,262,60,1047,None,2024-12-31
204,Mei Garcia 204,FEMALE,Canada,North America,1990-08-26,35,170,84,Right,Offensive,204,125,194,124,63.92,11,5,9,Active,34.1,220,71,2228,Major,2024-12-31
205,Mei Sharma 205,FEMALE,Egypt,Africa,2005-08-30,20,170,85,Right,Offensive,205,136,453,230,50.77,3,1,10,Active,21.5,228,73,1138,Major,2024-12-31
206,Laura Petrov 206,FEMALE,Indonesia,Asia,1997-09-30,28,194,56,Right,Defensive,206,50,312,110,35.26,14,5,3,Active,36.2,200,53,722,None,2024-12-31
207,Wei Li 207,MALE,Chile,South America,1985-07-04,40,192,84,Right,Offensive,207,35,316,114,36.08,12,0,12,Retired,28.7,223,57,1814,Minor,2024-12-31
208,Daniel Li 208,MALE,Thailand,Asia,2000-10-15,25,150,45,Left,Defensive,208,123,112,50,44.64,7,3,10,Active,43.3,207,56,2464,Major,2024-12-31
209,Mei Petrov 209,FEMALE,India,Asia,1987-03-11,38,172,71,Right,All-round,209,55,148,64,43.24,14,4,8,Retired,22.4,201,50,913,Major,2024-12-31
210,Mei Li 210,FEMALE,Australia,Oceania,1996-08-20,29,171,65,Left,All-round,210,96,307,221,71.99,11,5,11,Active,34.0,264,70,792,Minor,2024-12-31
211,Emma Garcia 211,FEMALE,Canada,North America,1990-02-27,35,173,64,Right,Offensive,211,6,113,44,38.94,1,4,4,Active,35.3,229,70,689,Major,2024-12-31
212,Samuel Petrov 212,MALE,Germany,Europe,2006-05-15,19,187,65,Left,All-round,212,98,251,144,57.37,5,0,3,Active,41.9,208,75,1085,Minor,2024-12-31
213,Ivan Singh 213,MALE,Egypt,Africa,1997-06-22,28,160,50,Right,All-round,213,10,292,118,40.41,15,1,10,Active,21.1,191,70,1130,None,2024-12-31
214,Arjun Lopez 214,MALE,USA,North America,2006-03-24,19,193,79,Right,Offensive,214,108,191,97,50.79,9,3,6,Active,22.0,214,61,1674,None,2024-12-31
215,Victor Rossi 215,MALE,Australia,Oceania,2004-07-14,21,184,52,Right,All-round,215,112,156,103,66.03,8,4,3,Active,33.1,192,78,1766,Minor,2024-12-31
216,Emma Petrov 216,FEMALE,Italy,Europe,1996-07-26,29,158,52,Right,All-round,216,71,365,182,49.86,4,2,8,Active,23.5,246,61,420,Major,2024-12-31
217,Alex Petrov 217,MALE,USA,North America,1993-10-25,32,192,73,Right,Offensive,217,22,137,56,40.88,7,1,10,Active,20.7,276,55,590,None,2024-12-31
218,Marco Lopez 218,MALE,Canada,North America,1986-11-02,39,170,87,Right,All-round,218,72,279,121,43.37,10,5,9,Retired,22.0,297,63,2203,Minor,2024-12-31
219,Sofia Li 219,FEMALE,Argentina,South America,1996-07-14,29,177,48,Right,All-round,219,1,464,293,63.15,4,4,11,Active,42.6,270,77,1881,Major,2024-12-31
220,Victor Rossi 220,MALE,Australia,Oceania,1996-01-18,29,162,70,Right,Defensive,220,99,222,91,40.99,0,4,10,Active,24.1,199,61,420,Minor,2024-12-31
221,Victor Brown 221,MALE,Egypt,Africa,1987-02-09,38,171,92,Right,All-round,221,122,359,267,74.37,0,3,8,Retired,41.2,228,62,2309,Major,2024-12-31
222,Marco Martin 222,MALE,Spain,Europe,1985-11-05,40,173,53,Left,Defensive,222,4,165,101,61.21,6,3,10,Retired,40.1,240,48,1238,None,2024-12-31
223,Laura Singh 223,FEMALE,Chile,South America,1993-11-05,32,166,89,Right,Defensive,223,29,490,172,35.1,9,0,4,Active,37.0,294,45,1943,Major,2024-12-31
224,Laura Martin 224,FEMALE,India,Asia,2005-08-26,20,192,55,Left,Defensive,224,72,358,259,72.35,3,0,8,Active,20.8,211,48,506,Major,2024-12-31
225,Ivan Silva 225,MALE,Germany,Europe,1992-03-24,33,179,62,Right,All-round,225,5,337,164,48.66,4,3,12,Active,31.6,214,56,1868,Minor,2024-12-31
226,Wei Brown 226,MALE,Egypt,Africa,1992-07-04,33,166,56,Left,Offensive,226,112,259,103,39.77,5,2,5,Active,42.2,287,66,2423,Major,2024-12-31
227,Wei Li 227,MALE,New Zealand,Oceania,1995-12-22,30,185,84,Left,Defensive,227,144,458,291,63.54,7,0,10,Active,29.7,243,53,1622,None,2024-12-31
228,Ivan Rossi 228,MALE,Thailand,Asia,1987-09-05,38,172,71,Right,Offensive,228,137,96,38,39.58,5,1,8,Retired,31.2,282,51,776,None,2024-12-31
229,Samuel Rossi 229,MALE,Spain,Europe,1994-10-31,31,172,80,Right,Offensive,229,26,411,150,36.5,11,0,6,Active,27.3,291,75,2276,Minor,2024-12-31
230,Daniel Brown 230,MALE,Australia,Oceania,1988-02-27,37,194,46,Right,All-round,230,134,411,244,59.37,14,0,5,Retired,22.4,294,60,2406,None,2024-12-31
231,Alex Garcia 231,MALE,Indonesia,Asia,1987-08-12,38,153,60,Right,All-round,231,150,88,45,51.14,14,4,5,Retired,34.9,250,74,2296,None,2024-12-31
232,Samuel Lopez 232,MALE,France,Europe,1997-01-01,29,176,79,Right,Defensive,232,12,109,38,34.86,11,3,8,Active,40.6,280,65,852,Minor,2024-12-31
233,Alex Sharma 233,MALE,USA,North America,2006-02-28,19,180,48,Right,Defensive,233,113,429,299,69.7,12,0,9,Active,25.6,215,46,2493,None,2024-12-31
234,Samuel Rossi 234,MALE,France,Europe,2003-05-26,22,195,95,Left,All-round,234,133,302,107,35.43,14,0,10,Active,24.8,280,49,966,Minor,2024-12-31
235,Mei Lopez 235,FEMALE,Nigeria,Africa,2004-04-30,21,172,88,Right,Offensive,235,140,395,204,51.65,1,3,8,Active,23.6,231,60,816,Minor,2024-12-31
236,Daniel Silva 236,MALE,Spain,Europe,1985-11-23,40,181,55,Right,All-round,236,144,419,280,66.83,1,2,9,Retired,34.2,213,55,2073,Major,2024-12-31
237,Arjun Singh 237,MALE,New Zealand,Oceania,2003-06-25,22,183,74,Right,Defensive,237,74,218,98,44.95,9,0,4,Active,36.4,266,51,1175,Major,2024-12-31
238,Daniel Singh 238,MALE,Spain,Europe,2000-08-07,25,159,47,Left,All-round,238,149,345,193,55.94,3,5,12,Active,26.1,229,59,1974,Major,2024-12-31
239,Arjun Martin 239,MALE,Canada,North America,1992-09-28,33,170,70,Left,Defensive,239,49,372,261,70.16,8,3,11,Active,25.7,280,58,2182,Major,2024-12-31
240,Samuel Martin 240,MALE,Egypt,Africa,1998-08-07,27,187,91,Right,All-round,240,83,377,251,66.58,4,2,10,Active,42.7,197,62,1085,None,2024-12-31
241,Sofia Silva 241,FEMALE,Chile,South America,2003-08-12,22,175,79,Left,All-round,241,147,169,83,49.11,9,4,3,Active,34.9,229,74,1040,Minor,2024-12-31
242,Samuel Silva 242,MALE,USA,North America,2004-11-25,21,192,77,Left,Defensive,242,103,80,41,51.25,13,0,3,Active,33.8,229,45,1301,None,2024-12-31
243,Victor Sharma 243,MALE,Italy,Europe,1988-06-13,37,172,70,Right,All-round,243,121,304,183,60.2,10,5,12,Retired,25.4,297,69,2117,Major,2024-12-31
244,Marco Garcia 244,MALE,New Zealand,Oceania,1993-10-14,32,169,49,Left,Offensive,244,65,374,178,47.59,0,3,11,Active,29.4,256,75,1119,Minor,2024-12-31
245,Marco Silva 245,MALE,Italy,Europe,2006-07-30,19,154,90,Right,Defensive,245,84,356,125,35.11,2,4,10,Active,41.0,215,56,919,Major,2024-12-31
246,Victor Martin 246,MALE,India,Asia,1992-09-05,33,176,94,Left,All-round,246,102,367,208,56.68,0,4,8,Active,37.7,191,78,1706,None,2024-12-31
247,Samuel Lopez 247,MALE,Canada,North America,1990-03-30,35,152,67,Right,Defensive,247,14,313,194,61.98,11,5,11,Active,28.3,276,63,1657,Major,2024-12-31
248,Mei Silva 248,FEMALE,USA,North America,1985-02-22,40,179,72,Left,All-round,248,10,154,58,37.66,6,2,11,Retired,24.4,287,77,2147,Major,2024-12-31
249,Samuel Garcia 249,MALE,Thailand,Asia,1986-07-29,39,174,66,Left,Defensive,249,63,123,84,68.29,9,3,8,Retired,44.2,276,53,1222,None,2024-12-31
250,Emma Brown 250,FEMALE,Spain,Europe,1985-07-11,40,155,69,Right,Defensive,250,80,452,252,55.75,8,0,5,Retired,28.5,219,66,1846,Minor,2024-12-31
251,Nina Sharma 251,FEMALE,Egypt,Africa,2000-03-14,25,187,83,Right,All-round,251,62,484,245,50.62,1,0,12,Active,21.7,217,57,2064,Minor,2024-12-31
252,Anita Brown 252,FEMALE,Argentina,South America,2005-09-23,20,174,68,Left,Offensive,252,140,168,95,56.55,10,5,10,Active,32.6,289,64,1196,Major,2024-12-31
253,Wei Silva 253,MALE,Australia,Oceania,1989-07-01,36,171,80,Right,Defensive,253,130,460,210,45.65,6,5,3,Retired,28.8,232,45,1541,Major,2024-12-31
254,Victor Petrov 254,MALE,France,Europe,1990-09-16,35,156,71,Left,Defensive,254,118,472,301,63.77,8,5,8,Active,27.0,235,72,1289,Major,2024-12-31
255,Victor Silva 255,MALE,Indonesia,Asia,1996-10-05,29,186,94,Left,All-round,255,7,219,122,55.71,13,1,8,Active,41.6,195,60,949,Major,2024-12-31
256,Sofia Li 256,FEMALE,India,Asia,1996-11-19,29,190,79,Left,Offensive,256,50,473,217,45.88,6,0,10,Active,24.6,268,72,1723,None,2024-12-31
257,Ivan Brown 257,MALE,Nigeria,Africa,1987-08-24,38,154,67,Right,Offensive,257,116,437,323,73.91,9,4,4,Retired,20.5,287,61,538,None,2024-12-31
258,Arjun Martin 258,MALE,Spain,Europe,2004-12-14,21,160,48,Left,Offensive,258,122,469,320,68.23,10,3,11,Active,22.3,265,45,684,None,2024-12-31
259,Samuel Brown 259,MALE,Italy,Europe,1992-06-19,33,189,55,Left,Defensive,259,8,281,125,44.48,2,4,10,Active,31.6,240,68,1027,Major,2024-12-31
260,Samuel Martin 260,MALE,Thailand,Asia,2005-03-23,20,166,65,Left,Offensive,260,30,236,140,59.32,10,5,11,Active,43.7,196,63,2229,None,2024-12-31
261,Sofia Singh 261,FEMALE,USA,North America,2004-12-21,21,166,50,Right,Defensive,261,117,380,250,65.79,9,5,7,Active,33.3,246,48,1248,None,2024-12-31
262,Sofia Sharma 262,FEMALE,France,Europe,1991-08-20,34,193,50,Left,Offensive,262,3,98,34,34.69,1,2,8,Active,37.5,269,69,580,Minor,2024-12-31
263,Alex Petrov 263,MALE,Canada,North America,1996-02-19,29,158,64,Left,All-round,263,109,405,250,61.73,10,4,9,Active,40.6,271,73,1242,Major,2024-12-31
264,Nina Petrov 264,FEMALE,Australia,Oceania,1991-03-31,34,175,49,Left,Defensive,264,29,376,176,46.81,14,5,4,Active,29.2,282,71,1827,None,2024-12-31
265,Anita Silva 265,FEMALE,New Zealand,Oceania,2000-10-05,25,155,54,Right,Offensive,265,77,190,104,54.74,7,3,12,Active,21.5,201,71,1318,Major,2024-12-31
266,Nina Li 266,FEMALE,India,Asia,2002-06-17,23,158,46,Left,Offensive,266,141,154,62,40.26,11,4,10,Active,35.5,202,61,2378,Major,2024-12-31
267,Victor Brown 267,MALE,Indonesia,Asia,1994-08-14,31,162,93,Left,All-round,267,33,163,117,71.78,3,3,11,Active,25.7,234,60,630,Minor,2024-12-31
268,Alex Lopez 268,MALE,South Africa,Africa,2005-05-10,20,177,45,Left,All-round,268,141,412,258,62.62,6,1,3,Active,21.7,264,58,898,Major,2024-12-31
269,Wei Singh 269,MALE,Chile,South America,1988-07-17,37,174,47,Left,All-round,269,21,135,87,64.44,10,1,5,Retired,23.4,253,55,1986,Major,2024-12-31
270,Wei Silva 270,MALE,New Zealand,Oceania,2003-02-27,22,155,92,Right,All-round,270,72,437,283,64.76,13,3,11,Active,38.7,233,75,2322,Minor,2024-12-31
271,Arjun Sharma 271,MALE,Italy,Europe,1993-05-12,32,166,91,Left,Offensive,271,140,219,119,54.34,8,0,10,Active,21.1,294,62,2052,Minor,2024-12-31
272,Emma Sharma 272,FEMALE,Germany,Europe,2005-07-17,20,178,65,Right,All-round,272,3,303,125,41.25,8,3,4,Active,40.1,240,46,1476,Major,2024-12-31
273,Marco Petrov 273,MALE,Thailand,Asia,2002-03-20,23,163,45,Left,Offensive,273,30,93,55,59.14,4,2,10,Active,38.1,264,51,914,None,2024-12-31
274,Emma Brown 274,FEMALE,Australia,Oceania,1995-05-31,30,156,70,Left,All-round,274,87,239,135,56.49,5,1,6,Active,42.7,239,62,2161,Major,2024-12-31
275,Emma Garcia 275,FEMALE,Nepal,Asia,1986-02-27,39,183,52,Left,Offensive,275,70,226,153,67.7,1,1,8,Retired,24.8,249,53,844,None,2024-12-31
276,Nina Li 276,FEMALE,Canada,North America,1986-10-11,39,177,78,Right,Defensive,276,84,367,200,54.5,13,5,10,Retired,23.0,261,73,1491,Major,2024-12-31
277,Sofia Petrov 277,FEMALE,Germany,Europe,1997-01-07,29,166,67,Left,Defensive,277,132,124,67,54.03,15,2,12,Active,32.1,289,70,2307,Minor,2024-12-31
278,Marco Lopez 278,MALE,Chile,South America,1993-08-24,32,154,80,Right,All-round,278,15,296,130,43.92,5,0,6,Active,23.8,212,77,1657,Major,2024-12-31
279,Mei Rossi 279,FEMALE,Thailand,Asia,1987-03-17,38,154,79,Left,Defensive,279,44,247,101,40.89,2,2,6,Retired,44.1,299,56,2241,None,2024-12-31
280,Wei Petrov 280,MALE,India,Asia,1987-01-29,38,168,45,Left,All-round,280,71,292,195,66.78,4,0,9,Retired,30.4,293,45,1727,Minor,2024-12-31
281,Nina Brown 281,FEMALE,Nepal,Asia,2006-07-26,19,179,66,Right,All-round,281,23,429,251,58.51,7,3,3,Active,44.8,282,73,1762,Minor,2024-12-31
282,Ivan Garcia 282,MALE,Nigeria,Africa,2000-11-14,25,152,82,Left,Defensive,282,27,319,116,36.36,5,1,7,Active,25.3,259,72,681,Minor,2024-12-31
283,Anita Li 283,FEMALE,USA,North America,1990-07-27,35,154,59,Left,Defensive,283,126,251,120,47.81,6,1,4,Active,21.1,220,76,1897,Minor,2024-12-31
284,Nina Silva 284,FEMALE,Australia,Oceania,2002-10-25,23,181,75,Right,All-round,284,117,277,160,57.76,3,4,6,Active,36.2,192,63,1810,Major,2024-12-31
285,Mei Martin 285,FEMALE,Thailand,Asia,2000-02-23,25,163,69,Left,All-round,285,144,151,71,47.02,6,5,7,Active,44.6,220,61,1019,Major,2024-12-31
286,Victor Sharma 286,MALE,Germany,Europe,1991-04-03,34,153,90,Right,Offensive,286,23,251,112,44.62,8,4,10,Active,43.3,243,51,1379,Minor,2024-12-31
287,Laura Garcia 287,FEMALE,Australia,Oceania,1986-10-22,39,155,74,Left,All-round,287,127,400,275,68.75,2,4,5,Retired,26.7,210,51,2384,Minor,2024-12-31
288,Mei Petrov 288,FEMALE,Egypt,Africa,1995-01-13,31,177,57,Left,All-round,288,85,360,184,51.11,11,5,12,Active,34.9,196,74,665,Minor,2024-12-31
289,Sofia Singh 289,FEMALE,New Zealand,Oceania,2005-01-16,21,150,79,Left,Defensive,289,65,432,248,57.41,3,3,6,Active,27.0,222,51,411,Major,2024-12-31
290,Marco Brown 290,MALE,Spain,Europe,1999-07-24,26,162,83,Right,Defensive,290,71,413,177,42.86,1,3,9,Active,42.0,298,71,1065,Minor,2024-12-31
291,Arjun Martin 291,MALE,New Zealand,Oceania,1985-06-22,40,177,55,Left,Offensive,291,85,348,219,62.93,1,3,4,Retired,23.0,253,67,2469,Minor,2024-12-31
292,Laura Singh 292,FEMALE,Thailand,Asia,1998-10-17,27,172,81,Left,All-round,292,149,291,184,63.23,14,4,12,Active,44.0,200,59,1727,Major,2024-12-31
293,Arjun Singh 293,MALE,Spain,Europe,1986-01-04,40,181,62,Right,All-round,293,72,321,114,35.51,3,4,11,Retired,34.8,260,46,490,None,2024-12-31
294,Ivan Brown 294,MALE,Egypt,Africa,1998-08-25,27,160,79,Left,Defensive,294,24,94,58,61.7,13,3,3,Active,23.0,210,71,1410,None,2024-12-31
295,Victor Silva 295,MALE,Chile,South America,1995-08-16,30,151,86,Left,All-round,295,147,385,261,67.79,7,1,7,Active,42.3,210,78,1344,None,2024-12-31
296,Ivan Rossi 296,MALE,Thailand,Asia,1998-09-03,27,195,45,Left,Offensive,296,12,493,197,39.96,9,1,11,Active,39.2,206,77,1492,Minor,2024-12-31
297,Victor Silva 297,MALE,Nigeria,Africa,1996-05-04,29,179,72,Left,Defensive,297,110,402,287,71.39,0,2,4,Active,38.3,235,62,1875,None,2024-12-31
298,Alex Garcia 298,MALE,Italy,Europe,1999-06-04,26,192,77,Left,All-round,298,139,469,225,47.97,13,4,10,Active,28.8,211,63,2423,Minor,2024-12-31
299,Wei Li 299,MALE,South Africa,Africa,1988-11-15,37,186,55,Left,Defensive,299,91,123,70,56.91,6,3,11,Retired,35.6,209,57,1328,Minor,2024-12-31
300,Sofia Martin 300,FEMALE,Italy,Europe,1998-07-11,27,164,83,Right,Offensive,300,105,470,330,70.21,13,1,4,Active,42.9,229,46,1525,None,2024-12-31
301,Arjun Li 301,MALE,India,Asia,1991-04-05,34,188,57,Right,Defensive,301,67,114,64,56.14,12,0,11,Active,24.0,257,58,2374,Major,2024-12-31
302,Anita Martin 302,FEMALE,Germany,Europe,1988-12-12,37,179,45,Right,Defensive,302,17,358,204,56.98,15,3,9,Retired,31.9,206,73,937,Minor,2024-12-31
303,Arjun Rossi 303,MALE,Indonesia,Asia,2003-09-20,22,185,57,Right,Offensive,303,33,304,174,57.24,6,1,4,Active,41.5,271,49,2237,Major,2024-12-31
304,Daniel Singh 304,MALE,New Zealand,Oceania,1993-09-02,32,178,74,Right,Defensive,304,105,165,66,40.0,5,3,4,Active,42.5,258,56,1759,None,2024-12-31
305,Nina Silva 305,FEMALE,Nigeria,Africa,1992-03-22,33,194,56,Left,Offensive,305,121,348,190,54.6,14,2,6,Active,42.0,290,55,1468,Major,2024-12-31
306,Laura Rossi 306,FEMALE,Germany,Europe,2004-05-23,21,178,47,Left,Defensive,306,131,359,196,54.6,13,3,8,Active,25.0,288,65,927,Major,2024-12-31
307,Mei Sharma 307,FEMALE,New Zealand,Oceania,1998-05-11,27,161,85,Right,Offensive,307,60,275,117,42.55,2,2,9,Active,42.9,259,66,885,Minor,2024-12-31
308,Wei Brown 308,MALE,Canada,North America,1999-07-03,26,192,71,Right,All-round,308,115,152,55,36.18,12,1,8,Active,35.7,226,46,2236,None,2024-12-31
309,Samuel Lopez 309,MALE,USA,North America,2003-12-16,22,187,83,Right,All-round,309,6,148,71,47.97,1,5,7,Active,20.0,273,56,1357,Major,2024-12-31
310,Sofia Silva 310,FEMALE,Spain,Europe,1998-04-11,27,192,87,Right,Offensive,310,5,353,168,47.59,9,2,7,Active,42.7,264,58,2256,Major,2024-12-31
311,Sofia Silva 311,FEMALE,Italy,Europe,2006-01-16,20,167,76,Right,Defensive,311,56,192,93,48.44,7,2,3,Active,25.1,300,63,1079,Major,2024-12-31
312,Laura Li 312,FEMALE,France,Europe,1997-10-24,28,170,84,Right,All-round,312,121,316,168,53.16,2,3,8,Active,40.8,211,58,2048,Minor,2024-12-31
313,Daniel Li 313,MALE,Thailand,Asia,2004-02-15,21,187,60,Right,All-round,313,2,454,161,35.46,6,1,4,Active,32.5,209,62,750,Minor,2024-12-31
314,Alex Singh 314,MALE,India,Asia,1988-06-14,37,183,65,Right,Defensive,314,44,396,170,42.93,12,4,7,Retired,40.2,221,65,1988,Minor,2024-12-31
315,Nina Petrov 315,FEMALE,New Zealand,Oceania,1985-05-22,40,170,93,Left,All-round,315,42,397,181,45.59,3,5,3,Retired,38.5,263,78,1332,Minor,2024-12-31
316,Nina Li 316,FEMALE,Chile,South America,2002-05-20,23,162,61,Right,All-round,316,113,441,277,62.81,8,2,11,Active,32.7,205,74,449,Major,2024-12-31
